"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
0.02014075,0.118345,0.083647,0.176074,-0.014821,0.091952,0.011277,0.011648,0.024034,0.018707,0.040362,-0.040167,0.084585,-0.006734,0.022861,0.049787,0.021614,0.059295,0.020105,0.043662,11.080688,6.265368,6.710505,6.717207,9.041884,4.784054,4.665508,7.352095,4.59175,6.234621,6.879882,13.283203,9.039969,8.358884,8.572585,4.722246,4.503313,6.395906,6.922959,10.035652
-0.058216,0.115513,0.047981,0.045056,0.649383,0.115179,-0.027401,-0.054015,0.114243,0.0361384,0.166997,-0.124976,0.081623,0.056012,0.097883,-0.020894,0.039111,0.066242,0.137051,0.100401,10.631056,8.021401,6.489901,6.913996,7.557,4.807854,4.845753,7.060215,4.373397,8.152255,6.086525,5.328856,9.459257,9.256926,7.098153,5.720211,4.614214,6.737323,6.002025,10.074264
-0.068365,-0.021501,-0.043012,0.025791,0.250041,0.105895,-0.051826,0.009301,0.010126,-0.053669,-0.005613,-0.112222,-0.040677,-0.081584,-0.015767,-0.077619,0.035986,0.046619,0.123633,-0.038428,10.139285,5.916273,6.4497,6.696626,9.289808,5.31854,4.715055,9.322152,4.711974,5.764051,6.639813,5.864325,9.527195,8.885865,7.83292,5.108613,4.71464,7.54444,5.274608,9.492132
-0.227567,-0.059632,-0.095399,0.068072,0.420855,0.088764,-0.11684,-0.020151,-0.089149,-0.029924,-0.166127,-0.229715,-0.090818,-0.146848,-0.124874,-0.102775,0.062124,-0.141127,0.039323,-0.247525,10.65508,7.541661,6.73904,6.443419,8.188031,4.885591,4.707847,7.716958,4.615146,6.406002,7.11269,5.01265,9.245917,9.091562,7.254313,5.209678,4.755021,6.679319,6.234356,9.795666
-0.0290058,0.061635,-0.077669,0.00551,0.08786,0.010092,-0.008995,-0.058915,-0.034276,-0.086012,-0.111117,-0.130196,-0.035552,-0.198466,0.026046,-0.111529,0.19468,-0.026215,-0.058297,-0.245149,9.702876,6.164694,7.754833,6.935533,8.107609,4.819336,4.652082,9.421491,5.234208,5.412631,6.342649,5.349493,9.038093,9.079953,8.013372,5.400446,4.600172,7.079991,6.100457,9.872211
-0.35669,-0.192925,-0.11587,-0.151823,0.270352,-0.167511,-0.186713,-0.247421,-0.22648,-0.220224,-0.120089,-0.147565,-0.142989,-0.145618,-0.189441,-0.189419,-0.309529,-0.194034,-0.117897,-0.081555,10.798559,6.856453,5.847425,6.84902,7.285465,4.824935,4.547295,8.76037,4.558456,7.268039,6.464712,5.08721,9.518331,8.139399,8.371528,5.49213,4.593696,6.963284,6.278004,9.595264
-0.172107,0.048456,0.201904,0.05371,0.1545735,0.065374,-0.02443,-0.065601,-0.070835,-0.019301,0.085648,-0.003903,-0.0333,0.094119,-0.0168074,0.005555,-0.0113038,-0.014431,0.028974,0.105317,9.789535,6.398201,6.325886,6.922679,8.558517,4.915627,4.83779,7.070652,4.680572,6.162979,6.254795,5.22447,9.612976,10.158619,7.625583,5.727386,4.799091,6.881983,7.140149,9.491227
-0.151848,-0.286153,-0.346427,-0.176497,0.259155,-0.195675,-0.31684,-0.263321,-0.274669,-0.187427,-0.3037798,-0.279082,-0.290702,-0.287852,-0.265011,-0.290843,-0.164124,-0.320948,-0.215113,-0.337487,10.475492,7.172271,6.528205,6.849893,8.14078,5.758895,4.815682,8.826768,4.569375,5.888722,6.520049,5.131765,8.368957,8.699657,8.221095,5.517872,4.609089,7.021234,5.645552,8.66028
-0.241257,-0.24950775,-0.22071375,-0.087735,0.656418,-0.179954,-0.376028,-0.243102,-0.168583,-0.345387,-0.291216,-0.097868,-0.301081,-0.37364,-0.268526,-0.14353,-0.20241,-0.304107,-0.165902,-0.251026,10.839745,6.03183,6.673216,6.984603,8.742255,4.964093,4.492609,6.88442,4.769165,7.026255,6.443738,5.253494,9.671398,9.237625,8.0956,5.34831,4.697045,7.224835,5.805692,9.711485
-0.33316,-0.1938275,-0.147344,-0.434672,0.277862,-0.164962,-0.217068,-0.170931,-0.23069,-0.224971,-0.022793,-0.458773,-0.120837,-0.263245,-0.182764,-0.389128,-0.166062,-0.154687,-0.18234,-0.241094,10.537405,6.193343,6.303284,6.877187,7.409034,4.830005,4.966922,6.405366,4.401593,7.133953,6.69137,5.646308,9.447119,10.138398,8.80992,5.23712,4.898059,7.045283,5.701268,9.669796
-0.17672,0.02599875,0.04959175,-0.03492,0.144468,0.037312,-0.002064,0.032177,0.057265,-0.036421,0.071613,-0.079491,0.038083,0.091618,0.050446,0.017519,0.031084,0.045839,0.106513,0.009818,9.44763,6.652383,6.152566,7.008667,8.970317,4.914716,4.464479,9.741484,4.61515,8.180785,6.551849,5.028018,9.177748,8.55049,8.357019,5.0028,4.584058,6.916329,5.88302,10.562903
-0.422099,-0.570462,-0.413989,-0.390535,0.294234,-0.510626,-0.478077,-0.660152,-0.643742,-0.604868,-0.411729,-0.438055,-0.50572,0.121693,0.012731,-0.073795,-0.246285,-0.057307,0.04173,0.444861,10.278594,6.515696,7.51853,7.61549,7.299603,4.772127,4.727061,7.664717,5.007599,8.285971,6.743526,5.712882,9.240028,10.150945,7.573087,5.35496,4.702995,6.653138,6.038422,9.785495
-0.2411018,-0.21643,-0.181317,-0.25086,0.255503,-0.270671,-0.296506,-0.286336,-0.185682,-0.242682,-0.343352,-0.284317,-0.194228,-0.363793,-0.309454,-0.350635,-0.239119,-0.335961,-0.278476,-0.402318,9.784195,6.682555,5.977878,8.391809,7.251264,5.503806,4.927409,6.166785,4.94985,5.843436,6.564124,5.378553,9.360862,8.826462,7.351214,5.301548,4.778081,7.223216,5.859629,9.869419
-0.267755,-0.226431,-0.143088,-0.297654,0.495625,-0.231746,-0.365095,-0.460635,-0.448115,-0.3974356,-0.263693,-0.442658,-0.4156,-0.232479,-0.248063,-0.319095,-0.351085,-0.297733,-0.183356,-0.266293,10.469456,6.717657,7.521123,6.625383,7.704765,4.954887,4.81875,8.256504,5.48689,8.590276,6.859327,5.201658,9.789635,9.716594,7.905741,5.137086,4.576058,6.897876,6.31169,9.351127
-0.002741,0.163976,0.157126,-0.124263,0.105983,0.119837,0.123858,0.118733,0.131612,0.165471,0.258322,-0.121935,0.20865,-0.054762,0.091415,0.177719,0.18423,0.238984,0.049499,-0.017008,10.024971,6.342655,7.528441,7.130865,9.192812,5.087996,4.746257,11.062355,4.634962,5.834738,7.163108,5.343797,9.470341,9.464198,8.763687,5.357444,4.70988,7.113518,5.5786,9.26736
-0.193853,-0.10686,0.036703,-0.160863,0.359626,-0.039743,-0.168294,-0.078192,-0.01414,-0.137377,0.145873,-0.256786,-0.075135,0.161784,-0.058924,-0.160719,-0.011755,-0.067064,-0.042485,-0.11814,11.493546,7.22684,6.168697,6.751394,8.262968,5.020191,4.650864,9.390108,4.510786,6.280425,6.427147,5.244184,9.464078,9.68939,8.419855,5.031819,4.592883,6.638982,6.177825,10.092485
-0.345637,-0.194364,-0.034764,-0.102962,0.443507,-0.095429,-0.140088,-0.229189,-0.238561,-0.242662,-0.077481,-0.074052,-0.090133,-0.015494,-0.125117,-0.102442,-0.1596372,-0.181217,-0.05379,0.001111,11.371984,6.86395,6.364292,6.556517,8.158057,4.680256,4.857651,8.298223,4.804617,6.076358,6.332984,5.311189,8.765199,8.092009,7.479254,5.415448,4.559496,7.030073,7.17761,9.812476
-0.081424,-0.00596166666666667,0.0948486666666667,-0.08601,0.630119,0.017459,-0.003874,0.087671,0.164948,-0.169528,0.031927,0.084083,0.119008,-0.064282,0.162868,0.023341,-0.129199,-0.013305,-0.02282,0.129151,12.051186,6.345061,6.698881,6.862127,7.991547,5.028013,4.633399,8.82941,4.920234,5.98971,6.44074,9.369083,9.96314,10.15174,8.119414,5.114894,4.72844,6.748746,5.753644,9.562198
-0.238022,-0.177571,-0.106907,-0.073433,0.523981,0.011623,-0.134503,-0.094783,-0.082171,-0.114853,-0.110499,-0.178347,-0.147978,-0.118238,-0.139382,-0.151406,5e-06,-0.11483,-0.055834,-0.155269,10.437926,7.394058,6.138658,6.489903,7.390344,4.933903,4.692675,7.740208,4.371983,7.963378,6.053973,4.743583,9.08703,9.937217,7.764466,5.873159,4.777689,6.939676,5.855765,9.83995
-0.164987,0.018733,-0.068548,-0.235925,0.465601,0.042225,-0.331022,-0.241213,-0.08482,-0.248845,0.03345,-0.215654,-0.232317,-0.197085,-0.094201,-0.373415,-0.127492,-0.123886,-0.075389,-0.241766,11.115753,5.881755,6.401577,7.206,8.159053,5.184886,4.842652,6.14131,4.634913,6.866484,6.074752,5.046566,10.275442,9.991526,7.620516,5.79257,4.707882,7.32796,6.460243,9.877946
-0.017986,0.05548,0.135891,0.108538,0.262185,0.051406,0.069078,-0.027931,0.02495,0.017531,0.150813,0.137245,0.096104,0.122142,0.152545,0.083789,-0.062957,0.02542,0.116354,0.0917674,10.175087,7.310289,9.717833,6.729012,8.436452,4.912641,4.9694,10.052325,4.608851,7.062331,6.539291,5.236575,10.331588,9.757148,8.639774,5.08961,4.585041,6.842876,5.447529,10.075982
0.02981,0.0798045,0.11844325,0.049444,0.118295,0.118678,0.04247,0.141208,0.11836,-0.002651,0.095527,0.104923,0.159198,0.033597,0.131148,0.053495,0.031655,0.084831,0.123295,0.038235,10.199079,6.802031,6.53224,6.340866,6.596771,4.663239,5.001764,5.65471,4.598933,7.721347,5.825048,5.155452,9.313535,9.486657,7.38649,5.546262,4.558302,6.779621,6.318139,10.145912
-0.066529,0.037775,0.06792,0.068977,0.366697,-0.026677,0.046555,-0.149005,-0.028881,-0.05246,0.101465,0.107915,0.049091,0.076843,0.004689,0.096563,-0.148542,0.007462,0.037723,0.179201,10.271792,6.538349,7.702572,6.353972,7.699618,5.046903,4.786091,7.011261,4.876529,6.498005,6.639242,5.208847,10.345646,10.301285,8.124128,5.352332,4.758983,6.653571,5.872254,10.093959
-0.011226,-0.01566675,-0.218738,-0.05997,0.026653,0.0749056,-0.012929,0.009789,0.140583,-0.042467,0.039294,0.048996,0.102214,-0.078665,0.070248,0.025829,-0.026359,0.057955,0.19256,0.11867,10.973057,6.722916,6.477,6.542384,7.530912,4.728041,4.982211,9.121564,4.57281,8.64831,7.408513,4.953198,10.029281,9.675635,8.054322,5.502127,4.937552,6.821088,6.429499,9.956393
-0.322029,-0.326919,-0.211627,-0.153915,0.427,-0.253631,-0.33867,-0.331939,-0.303294,-0.2636,-0.344372,-0.279599,-0.339115,-0.206264,-0.293752,-0.28958,-0.265044,-0.304288,-0.290039,-0.288354,10.266331,6.716911,7.038562,6.66841,8.875628,4.862922,4.670133,9.679402,4.517091,9.114925,6.571978,4.853799,9.88853,8.642481,7.974238,5.326537,4.724102,6.650796,5.707782,10.326897
0.032394,0.1131495,0.1561485,-0.048861,0.257088,0.122605,0.04491,0.052897,0.141209,0.023756,0.307883,0,0.165778,0.065033,0.098514,0.122636,0.143279,0.165028,0.057076,0.052147,9.781922,6.891691,6.231321,6.367976,7.767347,4.932026,4.93074,7.987191,4.657113,8.499905,6.424431,4.974734,9.296145,9.907428,8.152719,5.422052,4.596784,6.739512,6.71317,10.294382
0.215493,0.140288,0.224474,0.05252,-0.039161,0.040887,-0.239053,-0.043956,0.10503,-0.197139,0.224722,-0.256313,-0.092455,-0.032211,0.033343,-0.056958,0.003681,0.019039,0.042473,-0.038595,10.164545,7.505101,7.046599,7.510383,7.844706,4.679195,4.775283,10.797388,4.3753,9.093522,6.357002,5.018976,8.014424,9.403539,8.684533,5.390134,4.614768,6.472676,5.739935,10.090117
0.145641,-0.005368,0.295752,0.027408,0.440399,-0.261855,-0.410491,-0.3109096,-0.209054,-0.275492,-0.253105,-0.33337025,-0.262658,-0.451818,-0.207233,-0.263479,-0.23728125,-0.396853,-0.081363,-0.283309,10.553228,7.527958,6.075969,6.603237,7.31808,4.769451,4.660817,9.207018,4.494334,7.534943,7.202298,5.331719,10.050775,9.630794,7.486137,5.178329,4.71797,6.973337,6.870254,10.904408
-0.08507,-0.187963,0.075624,0.016261,-0.024458,-0.062484,-0.032736,0.028957,0.107475,0.0347994,0.006172,-0.036608,0.081027,-0.033157,0.130161,-0.032173,-0.134311,-0.010726,0.001274,0.272854,11.320309,6.022683,6.222564,6.868618,7.890758,4.887565,4.469893,6.640425,4.670157,6.718963,6.272508,5.150998,9.837956,8.347337,8.294546,4.977516,4.562227,6.964997,6.739125,9.072461
-0.141714,-0.286529,-0.235706,-0.27343,0.240537,-0.213638,-0.344428,-0.276562,-0.322198,-0.341691,-0.200712,-0.340739,-0.384795,-0.305302,-0.338398,-0.329445,-0.320637,-0.240636,-0.215742,-0.391526,11.191206,8.076599,6.323106,7.033121,7.341645,4.744676,4.611796,8.861046,4.429309,5.650551,6.353928,4.935877,8.547998,8.65781,7.078398,5.526258,4.63787,6.691191,6.260744,9.961763
-0.222196,-0.058222,0.069824,-0.097094,0.051989,0.069365,-0.076902,-0.072605,-0.022826,-0.059402,0.022591,0.02377,0.053762,0.053766,0,-0.049486,-0.034672,-0.046988,0.044161,-0.003845,9.941238,6.289328,6.950527,6.953217,8.652725,4.64905,4.527564,12.102685,4.610388,6.053446,6.243723,5.347107,9.230201,9.378557,8.398512,4.857693,4.828954,6.68805,5.471985,9.658494
-0.01701,-0.02163875,-0.02275575,0.025417,0.618809,0.045405,-0.029966,0.012846,-0.037053,-0.030441,-0.112221,-0.131465,-0.032824,-0.214032,-0.072552,-0.048597,0.051113,-0.064466,0.021451,-0.106935,10.995832,6.719495,6.807889,6.662531,8.552517,4.952881,4.543978,6.914074,4.599903,8.11386,6.276399,5.344999,8.859571,9.455699,8.022286,5.230933,4.744581,6.902967,5.811058,9.132353
-0.067283,-0.157531,-0.013901,0.081645,0.588886,-0.023566,-0.156905,-0.118113,-0.097731,-0.061653,-0.121352,-0.061531,-0.04662,0.024794,-0.058649,-0.017007,-0.118154,-0.100907,-0.033669,-0.056737,10.822135,7.152488,7.573558,6.939185,8.224641,4.885379,4.695113,7.264962,5.023073,7.657105,6.452701,5.27193,10.369536,10.877454,8.175062,5.559588,4.670211,7.024973,6.346779,10.250465
0.109019,0.174465,0.135295,-0.069413,0.456691,0.103992,0.021004,0.086862,0.200139,-0.228748,0.095002,-0.019979,0.196282,-0.074337,0.117675,0.03577,0.108358,0.256718,0.122956,-0.044322,10.538597,6.376725,6.814775,6.609598,8.504534,4.853094,4.657657,7.78596,5.292557,7.690621,6.844988,5.195921,9.774758,9.705393,8.112059,5.243592,4.698045,6.980502,6.658455,10.451273
0.053709,0.335308,0.25056,0.121769,0.358366,0.156101,0.167319,-0.044606,0.134194,0.034452,0.282919,0.230868,0.169842,0.40035,0.141699,0.124618,-0.170112,0.032624,0.054996,0.229864,9.685487,7.511623,7.420142,6.494503,8.236168,4.675662,4.488019,10.822026,4.477386,7.457661,6.567217,4.910134,8.969617,9.290494,8.059094,5.132555,4.716541,6.687892,5.977249,10.05157
-0.499458,-0.469021,-0.340061,-0.033919,0.6321942,-0.329139,-0.520916,-0.390863,-0.4764,-0.354529,-0.545521,-0.371388,-0.450742,-0.474254,-0.469523,-0.4164594,-0.336739,-0.449722,-0.340922,-0.519729,10.788861,6.522449,6.632968,7.504027,6.98993,4.847851,4.704987,6.283247,4.469911,8.028189,6.363188,5.082331,9.031026,8.734902,8.396146,5.940649,4.518296,6.673377,6.868749,10.104384
-0.127218,-0.088865,-0.06387525,-0.181106,0.011742,0.070672,-0.162559,-0.191936,-0.160075,-0.232388,0.025838,-0.226783,-0.09532,-0.205732,-0.077848,-0.093394,0.017498,-0.033669,0.204078,-0.012756,8.688913,6.711887,7.669735,8.287416,9.126569,5.078363,4.839452,9.270009,4.732923,6.757023,6.428546,6.582911,10.221388,10.059825,8.524792,5.54,5.238296,7.983373,6.498755,10.097185
0.024494,-0.184243,-0.017463,0.022115,0.312803,-0.0563608,-0.171647,-0.049411,-0.120982,0.042637,-0.127661,-0.110287,-0.027034,-0.039766,-0.07557,-0.134146,-0.021315,-0.073234,-0.016862,-0.136275,10.612112,6.431036,6.154429,6.892705,8.782946,4.832625,4.618961,6.368464,5.050901,6.979299,6.588907,4.905831,10.047386,10.432048,7.704227,5.312546,4.616956,6.75754,6.845447,9.491682
-0.058894,0.347969,0.10958,0.110047,0.392478,0.158545,0.333411,0.002144,0.014476,0.117679,0.174185,-0.159916,0.179819,0.248069,0.190349,0.047975,0.030379,0.058545,0.156714,0.30635,10.193828,7.057879,6.197585,6.59153,8.139423,4.534495,4.971218,8.617554,4.481542,8.204789,6.468298,5.011856,8.692948,8.550916,7.862337,5.222214,5.024132,6.691103,5.564697,10.007998
0.010284,-0.0906904,-0.121593,-0.216973,0.066471,-0.09088,-0.236806,-0.101533,-0.045994,-0.284679,-0.217795,-0.159163,-0.10005,-0.415716,0.306666,0.038232,0.006099,0.089694,0.112134,0.170771,10.404591,5.978899,6.039439,6.688933,8.338977,4.975562,4.49055,8.852183,4.689077,6.270596,6.317988,5.348549,9.457114,9.188911,7.5456,5.506979,4.776812,6.89446,6.443405,9.511274
-0.187935,-0.139435,0.004475,-0.166488,0.244568,-0.093712,-0.238768,-0.164064,-0.323023,-0.111297,-0.152851,-0.234073,-0.267966,-0.104722,-0.182797,-0.110583,-0.170401,-0.169575,-0.070041,-0.187494,10.337112,5.949391,6.949768,6.92301,7.872621,5.060703,4.893083,6.273043,4.697045,6.067976,6.789116,5.82079,10.258006,10.559325,7.455842,5.133552,4.692818,7.178627,5.638281,9.076986
-0.135706,0.004311,-0.026227,-0.0584,0.980454,0.054212,3.1e-05,0.019168,0.052921,-0.04559,-0.152061,-0.032205,0.085383,-0.245178,0.0229953333333333,-0.074403,0.169329,0.04986925,0.058006,-0.062019,11.025179,7.259032,7.602434,7.570439,7.567741,4.903122,4.901056,7.81702,4.624924,6.100097,6.441362,5.542707,9.628729,9.94592,9.109252,5.744468,4.629834,6.859273,6.341076,9.995827
-0.365575,-0.098451,-0.17552,-0.111423,0.396863,-0.031162,-0.197436,-0.126142,-0.199947,-0.153676,-0.196318,-0.340856,-0.171798,-0.257518,-0.257444,-0.227912,-0.02693,-0.163476,-0.059082,-0.449072,10.111507,6.917606,6.592034,7.370999,8.223873,5.139164,4.838459,8.381694,4.73214,5.969793,6.378238,5.150252,9.871257,9.842782,8.067105,5.342688,4.679154,7.278304,6.403804,9.345524
-0.079763,0.116968,0.066566,0.215548,-0.032785,0.021727,0.029343,-0.006148,0.161307,0.064946,0.040995,0.043546,0.045818,-0.007721,0.004345,0.157269,-0.054287,0.028645,-0.03292,0.139001,9.165403,6.828977,7.201817,6.862392,8.581484,4.861172,4.721914,9.355506,5.524707,7.240126,6.708401,5.201156,9.771607,8.677912,8.154877,5.38622,5.167264,7.410439,5.528634,10.393831
-0.103619,0.153249,0.131613,0.017403,-0.018812,0.076205,-0.030948,-0.059583,0.070981,0.021935,0.078457,-0.007186,0.151614,0.000893,-0.071308,0.020145,-0.088888,0.073834,0.079406,0.100914,10.92159,5.988299,6.6466,6.633069,8.332567,4.908774,4.729703,7.045249,4.923744,7.352653,6.340863,8.043016,10.066195,9.252847,7.789632,5.351205,4.706323,6.799584,6.079153,10.461303
-0.159035,-0.22212,-0.250628,-0.118176,0.294081,-0.119679,-0.153439,-0.1484,-0.224253,-0.238683,-0.185662,-0.383029,-0.233624,-0.356793,-0.29951,-0.166303,-0.176948,-0.211623,-0.180856,-0.24476,10.030907,5.997674,9.156909,6.922808,7.275564,5.043448,4.81743,6.904067,4.699265,6.246841,6.636835,5.752669,9.14992,10.315921,8.523695,5.575506,4.822391,6.949377,6.21319,9.6177
0.1242455,0.060388,0.215551,0.017482,0.083878,0.136261,0.124892,0.04434,0.10023,0.1028308,0.213977,0.188199,0.141679,0.211319,0.130897,0.16143,-0.012464,0.103013,0.132756,0.176168,10.502874,6.449843,6.085378,7.118378,7.368831,6.383804,4.868565,6.656965,5.13426,6.401113,7.010347,5.14017,9.250874,8.769625,8.001016,5.192197,4.707693,6.765296,5.866073,10.104727
-0.014154,0.03893,0.04853,-0.029964,0.398911,-0.040303,-0.102307,0.019178,0.05989,0.078763,0.29557,-0.017529,0.035455,0.129784,0.102578,0.042863,-0.036791,0.099199,0.014964,0.0030562,10.726001,6.450494,6.616397,6.266046,8.03891,4.821647,4.54453,6.824851,5.007254,7.163614,6.188233,5.117324,9.272657,9.981042,8.559016,5.310963,4.641439,6.424899,7.039924,10.334736
0.179198,0.170887,0.220279,0.115119,0.275593,0.149248,0.226234,-6.2e-05,0.097909,0.116578,0.210004,0.25869,0.204285,0.292027,0.191255,0.231801,-0.087822,0.054524,0.230397,0.365829,10.352251,6.463394,6.07406,7.174623,6.996649,4.720443,4.670529,8.496554,4.821775,6.235028,7.245265,5.135353,9.904437,10.101885,8.080092,5.259853,4.701623,6.889686,6.470955,10.422767
0.024341,0.074727,0.081012,-0.282227,0.0692,-0.084206,-0.163409,0.024336,0.024436,-0.053255,0.193213,-0.167583,-0.120902,-0.030278,-0.164913,-0.032415,0.007686,-0.030736,-0.120862,-0.050655,10.169815,6.182588,6.462042,7.136609,8.041392,5.449648,4.655117,8.188646,4.808211,6.606666,6.443174,5.321816,9.262363,9.257621,7.988959,4.76491,4.608371,7.250778,5.585382,9.239435
-0.206083,-0.483054,-0.041827,-0.009378,0.483338,-0.144278,-0.159945,-0.039861,0.046295,-0.106285,-0.095263,-0.010652,-0.043442,-0.224756,0.105187,-0.000891,-0.08364,-0.141241,-0.137212,0.202534,10.833785,6.14737,8.009778,6.607864,8.514946,5.077551,4.759752,6.697584,4.578479,5.515916,6.910379,5.414876,9.037177,9.693885,7.713819,5.42997,4.733384,7.091455,6.301088,9.815812
-0.13106,-0.19245,-0.081885,-0.019265,0.414002,0.034374,-0.066425,0.001688,-0.101541,-0.1057252,-0.226602,-0.247005,-0.1502,-0.145912,-0.135651,-0.184176,-0.035605,-0.212148,-0.0867508,-0.211771,10.871078,6.714253,7.320643,7.065588,7.382027,4.968661,4.7512,9.017755,4.575718,8.141812,6.451472,5.22965,9.745382,9.869827,8.344323,4.986707,4.691311,6.587313,5.970121,9.822473
-0.028517,0.015336,-0.038726,-0.067965,0.377881,0.026526,-0.064276,0.010058,0.029935,-0.058363,-0.097464,-0.114948,-0.009905,-0.090478,-0.059932,-0.302579,0.076871,-0.051415,-0.015322,-0.074695,10.011643,7.117047,6.526697,6.827632,7.384123,4.816614,4.643446,6.719469,4.755579,5.705258,5.636878,5.022182,9.534801,9.698381,7.438155,5.838921,4.759738,7.208889,6.182025,9.503626
-0.259173,0.0409315,0.0928786666666667,0.003714,0.358578,0.134824,-0.019839,0.075906,0.067906,-0.052299,0.0218366666666667,-0.059971,-0.015691,-0.224277,0.030935,-0.022749,0.125951,0.013295,0.077654,-0.079906,11.373869,6.419457,5.843564,7.227085,7.976825,4.938468,4.771115,6.090723,4.963075,5.99342,6.555907,5.722428,9.644426,8.266558,7.88992,5.46926,4.645396,7.323579,6.943396,10.367942
