"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
-0.17672,0.02599875,0.04959175,-0.03492,0.144468,0.037312,-0.002064,0.032177,0.057265,-0.036421,9.44763,6.652383,6.152566,7.008667,8.970317,4.914716,4.464479,9.741484,4.61515,8.180785
-0.422099,-0.570462,-0.413989,-0.390535,0.294234,-0.510626,-0.478077,-0.660152,-0.643742,-0.604868,10.278594,6.515696,7.51853,7.61549,7.299603,4.772127,4.727061,7.664717,5.007599,8.285971
-0.2411018,-0.21643,-0.181317,-0.25086,0.255503,-0.270671,-0.296506,-0.286336,-0.185682,-0.242682,9.784195,6.682555,5.977878,8.391809,7.251264,5.503806,4.927409,6.166785,4.94985,5.843436
-0.267755,-0.226431,-0.143088,-0.297654,0.495625,-0.231746,-0.365095,-0.460635,-0.448115,-0.3974356,10.469456,6.717657,7.521123,6.625383,7.704765,4.954887,4.81875,8.256504,5.48689,8.590276
-0.002741,0.163976,0.157126,-0.124263,0.105983,0.119837,0.123858,0.118733,0.131612,0.165471,10.024971,6.342655,7.528441,7.130865,9.192812,5.087996,4.746257,11.062355,4.634962,5.834738
-0.193853,-0.10686,0.036703,-0.160863,0.359626,-0.039743,-0.168294,-0.078192,-0.01414,-0.137377,11.493546,7.22684,6.168697,6.751394,8.262968,5.020191,4.650864,9.390108,4.510786,6.280425
-0.345637,-0.194364,-0.034764,-0.102962,0.443507,-0.095429,-0.140088,-0.229189,-0.238561,-0.242662,11.371984,6.86395,6.364292,6.556517,8.158057,4.680256,4.857651,8.298223,4.804617,6.076358
-0.081424,-0.00596166666666667,0.0948486666666667,-0.08601,0.630119,0.017459,-0.003874,0.087671,0.164948,-0.169528,12.051186,6.345061,6.698881,6.862127,7.991547,5.028013,4.633399,8.82941,4.920234,5.98971
-0.238022,-0.177571,-0.106907,-0.073433,0.523981,0.011623,-0.134503,-0.094783,-0.082171,-0.114853,10.437926,7.394058,6.138658,6.489903,7.390344,4.933903,4.692675,7.740208,4.371983,7.963378
-0.164987,0.018733,-0.068548,-0.235925,0.465601,0.042225,-0.331022,-0.241213,-0.08482,-0.248845,11.115753,5.881755,6.401577,7.206,8.159053,5.184886,4.842652,6.14131,4.634913,6.866484
-0.017986,0.05548,0.135891,0.108538,0.262185,0.051406,0.069078,-0.027931,0.02495,0.017531,10.175087,7.310289,9.717833,6.729012,8.436452,4.912641,4.9694,10.052325,4.608851,7.062331
0.02981,0.0798045,0.11844325,0.049444,0.118295,0.118678,0.04247,0.141208,0.11836,-0.002651,10.199079,6.802031,6.53224,6.340866,6.596771,4.663239,5.001764,5.65471,4.598933,7.721347
-0.066529,0.037775,0.06792,0.068977,0.366697,-0.026677,0.046555,-0.149005,-0.028881,-0.05246,10.271792,6.538349,7.702572,6.353972,7.699618,5.046903,4.786091,7.011261,4.876529,6.498005
-0.011226,-0.01566675,-0.218738,-0.05997,0.026653,0.0749056,-0.012929,0.009789,0.140583,-0.042467,10.973057,6.722916,6.477,6.542384,7.530912,4.728041,4.982211,9.121564,4.57281,8.64831
-0.322029,-0.326919,-0.211627,-0.153915,0.427,-0.253631,-0.33867,-0.331939,-0.303294,-0.2636,10.266331,6.716911,7.038562,6.66841,8.875628,4.862922,4.670133,9.679402,4.517091,9.114925
0.032394,0.1131495,0.1561485,-0.048861,0.257088,0.122605,0.04491,0.052897,0.141209,0.023756,9.781922,6.891691,6.231321,6.367976,7.767347,4.932026,4.93074,7.987191,4.657113,8.499905
0.215493,0.140288,0.224474,0.05252,-0.039161,0.040887,-0.239053,-0.043956,0.10503,-0.197139,10.164545,7.505101,7.046599,7.510383,7.844706,4.679195,4.775283,10.797388,4.3753,9.093522
0.145641,-0.005368,0.295752,0.027408,0.440399,-0.261855,-0.410491,-0.3109096,-0.209054,-0.275492,10.553228,7.527958,6.075969,6.603237,7.31808,4.769451,4.660817,9.207018,4.494334,7.534943
-0.08507,-0.187963,0.075624,0.016261,-0.024458,-0.062484,-0.032736,0.028957,0.107475,0.0347994,11.320309,6.022683,6.222564,6.868618,7.890758,4.887565,4.469893,6.640425,4.670157,6.718963
-0.141714,-0.286529,-0.235706,-0.27343,0.240537,-0.213638,-0.344428,-0.276562,-0.322198,-0.341691,11.191206,8.076599,6.323106,7.033121,7.341645,4.744676,4.611796,8.861046,4.429309,5.650551
-0.222196,-0.058222,0.069824,-0.097094,0.051989,0.069365,-0.076902,-0.072605,-0.022826,-0.059402,9.941238,6.289328,6.950527,6.953217,8.652725,4.64905,4.527564,12.102685,4.610388,6.053446
-0.01701,-0.02163875,-0.02275575,0.025417,0.618809,0.045405,-0.029966,0.012846,-0.037053,-0.030441,10.995832,6.719495,6.807889,6.662531,8.552517,4.952881,4.543978,6.914074,4.599903,8.11386
-0.067283,-0.157531,-0.013901,0.081645,0.588886,-0.023566,-0.156905,-0.118113,-0.097731,-0.061653,10.822135,7.152488,7.573558,6.939185,8.224641,4.885379,4.695113,7.264962,5.023073,7.657105
0.109019,0.174465,0.135295,-0.069413,0.456691,0.103992,0.021004,0.086862,0.200139,-0.228748,10.538597,6.376725,6.814775,6.609598,8.504534,4.853094,4.657657,7.78596,5.292557,7.690621
0.053709,0.335308,0.25056,0.121769,0.358366,0.156101,0.167319,-0.044606,0.134194,0.034452,9.685487,7.511623,7.420142,6.494503,8.236168,4.675662,4.488019,10.822026,4.477386,7.457661
-0.499458,-0.469021,-0.340061,-0.033919,0.6321942,-0.329139,-0.520916,-0.390863,-0.4764,-0.354529,10.788861,6.522449,6.632968,7.504027,6.98993,4.847851,4.704987,6.283247,4.469911,8.028189
-0.127218,-0.088865,-0.06387525,-0.181106,0.011742,0.070672,-0.162559,-0.191936,-0.160075,-0.232388,8.688913,6.711887,7.669735,8.287416,9.126569,5.078363,4.839452,9.270009,4.732923,6.757023
0.024494,-0.184243,-0.017463,0.022115,0.312803,-0.0563608,-0.171647,-0.049411,-0.120982,0.042637,10.612112,6.431036,6.154429,6.892705,8.782946,4.832625,4.618961,6.368464,5.050901,6.979299
-0.058894,0.347969,0.10958,0.110047,0.392478,0.158545,0.333411,0.002144,0.014476,0.117679,10.193828,7.057879,6.197585,6.59153,8.139423,4.534495,4.971218,8.617554,4.481542,8.204789
0.010284,-0.0906904,-0.121593,-0.216973,0.066471,-0.09088,-0.236806,-0.101533,-0.045994,-0.284679,10.404591,5.978899,6.039439,6.688933,8.338977,4.975562,4.49055,8.852183,4.689077,6.270596
-0.187935,-0.139435,0.004475,-0.166488,0.244568,-0.093712,-0.238768,-0.164064,-0.323023,-0.111297,10.337112,5.949391,6.949768,6.92301,7.872621,5.060703,4.893083,6.273043,4.697045,6.067976
-0.135706,0.004311,-0.026227,-0.0584,0.980454,0.054212,3.1e-05,0.019168,0.052921,-0.04559,11.025179,7.259032,7.602434,7.570439,7.567741,4.903122,4.901056,7.81702,4.624924,6.100097
-0.365575,-0.098451,-0.17552,-0.111423,0.396863,-0.031162,-0.197436,-0.126142,-0.199947,-0.153676,10.111507,6.917606,6.592034,7.370999,8.223873,5.139164,4.838459,8.381694,4.73214,5.969793
-0.079763,0.116968,0.066566,0.215548,-0.032785,0.021727,0.029343,-0.006148,0.161307,0.064946,9.165403,6.828977,7.201817,6.862392,8.581484,4.861172,4.721914,9.355506,5.524707,7.240126
-0.103619,0.153249,0.131613,0.017403,-0.018812,0.076205,-0.030948,-0.059583,0.070981,0.021935,10.92159,5.988299,6.6466,6.633069,8.332567,4.908774,4.729703,7.045249,4.923744,7.352653
-0.159035,-0.22212,-0.250628,-0.118176,0.294081,-0.119679,-0.153439,-0.1484,-0.224253,-0.238683,10.030907,5.997674,9.156909,6.922808,7.275564,5.043448,4.81743,6.904067,4.699265,6.246841
0.1242455,0.060388,0.215551,0.017482,0.083878,0.136261,0.124892,0.04434,0.10023,0.1028308,10.502874,6.449843,6.085378,7.118378,7.368831,6.383804,4.868565,6.656965,5.13426,6.401113
-0.014154,0.03893,0.04853,-0.029964,0.398911,-0.040303,-0.102307,0.019178,0.05989,0.078763,10.726001,6.450494,6.616397,6.266046,8.03891,4.821647,4.54453,6.824851,5.007254,7.163614
0.179198,0.170887,0.220279,0.115119,0.275593,0.149248,0.226234,-6.2e-05,0.097909,0.116578,10.352251,6.463394,6.07406,7.174623,6.996649,4.720443,4.670529,8.496554,4.821775,6.235028
0.024341,0.074727,0.081012,-0.282227,0.0692,-0.084206,-0.163409,0.024336,0.024436,-0.053255,10.169815,6.182588,6.462042,7.136609,8.041392,5.449648,4.655117,8.188646,4.808211,6.606666
-0.206083,-0.483054,-0.041827,-0.009378,0.483338,-0.144278,-0.159945,-0.039861,0.046295,-0.106285,10.833785,6.14737,8.009778,6.607864,8.514946,5.077551,4.759752,6.697584,4.578479,5.515916
-0.13106,-0.19245,-0.081885,-0.019265,0.414002,0.034374,-0.066425,0.001688,-0.101541,-0.1057252,10.871078,6.714253,7.320643,7.065588,7.382027,4.968661,4.7512,9.017755,4.575718,8.141812
-0.028517,0.015336,-0.038726,-0.067965,0.377881,0.026526,-0.064276,0.010058,0.029935,-0.058363,10.011643,7.117047,6.526697,6.827632,7.384123,4.816614,4.643446,6.719469,4.755579,5.705258
-0.259173,0.0409315,0.0928786666666667,0.003714,0.358578,0.134824,-0.019839,0.075906,0.067906,-0.052299,11.373869,6.419457,5.843564,7.227085,7.976825,4.938468,4.771115,6.090723,4.963075,5.99342
0.044169,0.04878075,0.11260375,0.052455,0.444624,0.047692,0.023433,0.054657,0.062818,-0.002388,10.538037,6.055629,6.689488,7.09509,7.96333,4.916816,4.773768,6.079211,4.52365,8.176567
0.017727,-0.050047,0.150408,0.011715,0.701454,0.148588,-0.108245,0.021789,0.024558,-0.034887,11.112414,6.062609,6.6124,7.22818,7.840896,5.136085,4.773275,6.611813,4.712673,6.348189
0.39570825,0.620148,0.588579,0.404856,0.385871,0.5106105,0.478449333333333,0.440875,0.44596,0.548513,10.307187,6.725477,6.087901,6.86207,7.497622,4.922098,4.720826,7.236735,4.511819,8.89419
-0.037974,-0.082068,0.026011,-0.048052,0.010925,0.031567,-0.02485,-0.067442,-0.141424,-0.19769,9.799298,6.560059,7.46329,7.337798,8.47868,4.791694,4.669519,10.225297,4.624665,6.09515
-0.0793382,-0.029833,0.014968,0.038088,0.808152,0.044412,-0.052698,0.012499,-0.01978,-0.002679,10.150915,6.81388,8.843442,6.629481,6.776518,5.01003,5.065025,8.562673,4.630464,7.93679
0.072009,0.074842,0.33323,-0.01645,-0.044527,-0.118298,-0.068158,0.017049,0.092481,-0.114932,10.749506,6.729386,6.240371,7.093237,8.124158,5.304179,4.972784,8.882498,4.602976,5.454799
-0.235773,-0.002416,0.066367,-0.051416,0.278853,0.006058,-0.085071,-0.1811182,-0.008904,-0.143373,10.565664,6.437175,6.235735,7.094816,8.295621,4.974724,4.599225,9.362394,4.587664,7.135972
-0.2397868,-0.182936,-0.136213,-0.038214,0.545548,-0.013636,-0.156302,-0.046109,-0.032577,-0.097032,10.335046,7.297799,6.931982,6.191795,7.515061,4.718287,5.123456,6.849918,4.785773,6.351896
-0.254192,-0.059942,0.072285,-0.021204,0.217909,0.031928,-0.051115,-0.037041,-0.067504,0,9.896685,5.893283,6.51396,7.166762,8.242158,5.125182,4.516989,9.535745,4.625387,6.457185
-0.102152,-0.080495,-0.189473,-0.160991,0.243408,-0.046151,-0.279909,-0.175659,-0.271912,-0.202904,10.762967,6.311461,6.618374,7.141517,7.484924,4.936747,4.886094,6.387083,4.788895,6.234917
-0.089225,0.102789,0.10050425,0.03447,-0.104106,0.155824,0.026221,0.097142,0.114329,0.038214,10.818594,6.564084,6.390646,6.651527,8.138139,4.913295,4.653633,6.526484,6.066325,5.855121
0.002473,0.01412,0.037772,-0.058238,0.248124,0.112019,-0.00406,0.07425,0.020006,-0.055511,10.582591,6.619787,8.07695,7.515313,7.291339,4.758271,4.618209,5.80212,5.459444,6.406221
0.027179,0.15677,0.170685,-0.022613,0.013151,0.12331,0.00589,0.157618,0.110285,-0.16268,9.917373,6.314427,7.42652,7.437279,8.128646,5.142986,4.803403,5.876765,5.276809,5.86104
0.0204805,0.001093,0.099875,0.040494,0.006817,0.041548,0.054408,-0.060959,-0.026921,-0.219041,9.735426,6.078073,6.671165,7.756691,7.692997,5.535539,5.372295,9.235877,4.616334,6.566832
-0.027618,0.155282,0.096178,0.154998,0.356324,0.275008,0.124897,0.16142,0.068713,0.234427,11.250308,7.634166,6.539554,6.792559,7.035922,4.690385,4.497527,8.731778,4.456717,7.885028
-0.246255,-0.196524,-0.081264,-0.273313,0.271251,-0.173674,-0.285303,-0.204534,-0.133465,-0.261068,11.470086,6.273909,6.788751,7.316707,7.747168,5.049279,4.828675,7.47988,5.081821,5.751507
-0.3176952,-0.333278,-0.333948,-0.414845,0.589631,-0.2385,-0.347083,-0.32746,-0.378994,-0.353675,10.953824,7.045243,6.269108,7.579033,6.876331,5.544294,4.809498,6.446252,4.82686,8.612951
-0.0096812,0.046686,0.042381,0.04366,-0.062299,0.022757,-0.090779,-0.085799,0.06355,-0.029921,9.589976,6.483056,6.879415,7.565458,8.506786,5.327203,5.036199,10.442685,4.882783,5.492706
-0.163625,-0.078946,-0.095314,-0.035263,0.129835,-0.061094,-0.179895,-0.073162,-0.016102,-0.125356,9.758425,6.666208,9.293299,7.311644,7.628031,5.048301,4.692769,9.314836,4.518106,5.951822
0.070319,0.17795,0.326453,0.089866,0.117527,0.259139,-0.013067,0.016712,0.145991,0.07646,9.651166,5.984904,7.147477,7.301968,7.192007,4.805207,4.687126,9.553239,4.489778,7.787966
-0.210572,-0.397762,-0.325193,-0.327459,0.697753,-0.389632,-0.40072,-0.446421,-0.373806,-0.46595,10.967985,6.298005,7.445548,6.847391,8.589195,5.029795,4.695969,7.662349,5.129467,5.835999
0.053814,0.11125675,0.1646505,-0.002098,0.241701,0.122689,0.086583,0.051592,0.109878,0.09609,10.709085,5.676475,6.167967,7.807919,8.007838,5.588808,4.71327,7.632572,4.588895,6.016801
-0.223261,0.084458,0.07459,0.082601,-0.029558,0.162602,-0.006527,0.082097,0.105631,-0.014859,10.373924,6.855961,7.407055,6.9805,8.717195,4.906306,4.913794,7.755804,4.54623,6.121278
-0.338401,-0.284181,-0.27911,-0.361715,0.717163,-0.252079,-0.387785,-0.316051,-0.375662,-0.42691,10.191069,5.914528,7.114663,7.390919,7.82848,4.927426,4.820182,9.349674,4.64784,6.058414
0.044537,-0.330353,-0.15973,-0.123273,0.370619,-0.044834,-0.410543,-0.400232,-0.437654,-0.248015,9.650978,5.723793,6.958094,6.713614,8.385822,5.216675,4.697924,7.417571,4.461369,5.414659
