"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
-0.072596,-0.162226,-0.30169,0.051743,-0.088962,-0.15827,0.025452,-0.220991,-0.125989,-0.110435,-0.070083,-0.192081,-0.160407,-0.24882,-0.077999,-0.029063,-0.089068,-0.027186,0.132085,-0.0970642,11.911558,11.613813,13.486482,11.539666,10.331103,12.494246,11.954784,10.130191,12.434571,12.21901,11.118879,13.054997,12.443948,10.983937,11.399922,12.835606,12.949841,12.618364,12.845488,9.680229
-0.083493,-0.042727,0.054817,0.21713,0.150661,0.262457,-0.220679,-0.047945,0.117448,0.214725,0.1527114,0.270055,0.163449,-0.264638,-0.1700655,0.066415,0.163273,-0.031817,0.145987,0.031334,11.368011,10.961277,13.398348,11.508376,10.196678,11.5011,12.009861,9.594222,12.244382,12.085164,10.670841,12.639525,12.51201,10.67309,11.777741,12.581747,12.870479,13.174447,12.283335,9.450374
-0.050482,-0.255442,0.069935,-0.23087,-0.129261,-0.182202,-0.035294,-0.00771,-0.013408,-0.108175,-0.020516,-0.105156,-0.066068,-0.066848,-0.0138,-0.028042,-0.081206,-0.037992,-0.092748,-0.005994,11.409877,11.877467,13.758825,12.092114,11.524711,12.067124,11.715417,10.649562,12.427241,12.958803,10.699104,13.482243,13.228888,10.670184,11.563778,13.103867,13.241526,13.239923,13.189512,9.658613
-0.23086,-0.180706,0.021705,-0.118327,-0.246377,-0.171557,-0.1090998,0.123697,-0.248421,-0.202202,0.182094,-0.102834,-0.019527,-0.451813,0.507248,0.38086,0.546226,0.490663,0.412005,0.58027,11.602019,11.30012,13.73234,11.710871,10.364687,11.701419,11.396571,8.592268,11.54044,12.417431,10.936609,13.261663,12.855469,10.395648,11.270159,13.061724,13.03603,13.160984,12.906553,9.506131
0.080081,-0.003916,0.034289,0.124348,0.10557,0.076443,0.108293,0.005287,0.108539,0.051859,0.084707,0.104241,0.051401,-0.091151,0.031151,-0.035243,0.092388,0.121274,0.142112,0.1131955,11.24133,11.049354,13.529214,12.046574,10.676032,12.154957,11.390721,8.998025,12.102263,12.332101,10.224603,12.941824,12.498645,10.215557,11.642781,12.687488,12.885927,13.250236,12.597092,9.519662
0.140448,-0.053007,-0.011363,0.118305,-0.029072,0.105101,-0.058999,0.130135,0.139748,0.040567,0.209962,0.125799,0.13578,-0.045941,0.134058,0.009568,-4.9e-05,0.122852,0.023838,0.0855136,11.450912,11.712512,13.685132,12.24104,11.25579,12.654261,11.665581,8.753802,11.711847,12.640783,10.530529,13.227266,12.79593,10.839511,11.832069,13.169095,12.804559,13.176066,12.436246,9.921013
0.055552,-0.018137,0.003605,0.132242,0.070217,0.060857,0.092505,-0.111294,0.057167,-0.005241,0.019945,-0.045194,-0.0124398,-0.1591,-0.002586,-0.007845,0.009086,0.035934,0.0261025,-0.0408395,11.365103,11.136854,13.379803,11.622,10.621144,12.256343,11.827289,7.665022,11.452811,12.194662,10.693103,12.843977,12.487259,10.623853,11.599354,12.627072,12.740597,12.936031,12.447831,9.383738
0.007201,-0.134392,0.401641,0.131895,0.058119,0.197318,-0.098953,0.09561625,0,0.105658,0.1530245,0.146983,0.180068,-0.146352,0.057055,0.0138392,0.179389,0.039285,-0.064451,-0.0382898,11.630436,11.467422,13.746817,12.125211,11.391373,11.87816,11.590722,10.142907,12.342458,12.692966,10.128868,13.473376,12.631809,10.384396,12.106124,12.793915,13.518401,13.484703,13.036545,9.864124
-0.222499,-0.410494,-0.28694125,-0.180286,-0.234836,-0.439161,-0.173726,-0.310074,-0.188765,-0.273125,-0.28945,-0.321067,-0.289025,0.583069,0.209836,0.086758,0.256716,0.212828,0.305303,0.34155,11.02628,11.871857,13.741091,11.734612,11.271853,11.972364,11.512022,9.634194,12.162372,13.081619,10.349103,13.466823,12.927174,10.448471,11.578414,13.040348,13.443593,13.349216,12.959465,9.552663
0.059384,-0.149315,0.092964,-0.008495,0.079516,0.103001,-0.031502,0.120002,-0.016033,0.197545,0.192442,0.241439,0.211759,-0.182035,0.068749,0.01516,0.125068,0.079761,-0.032563,0.22138,11.366116,11.545375,13.750925,12.09571,10.972823,12.294104,11.843853,9.912321,12.26464,12.76854,10.437196,13.396706,13.152655,10.551463,11.683178,12.972743,13.14048,13.276844,12.926741,9.682174
-0.126204,-0.216345,0.016605,-0.076401,0.078069,-0.053039,-0.056935,0.057777,0.035843,-0.036935,0.212516,0.085827,0.257052,-0.02193725,0.055365,0.258934,0.065504,0.107033,0.044579,0.295265,10.978837,11.557006,13.646258,11.84096,11.227933,12.32569,11.359813,9.64487,12.274035,12.570254,10.026568,13.053967,12.95048,10.615012,11.753258,12.830297,13.496303,13.132139,12.793151,9.836007
-0.059576,-0.186006,0.235483,-0.257241,-0.199076,-0.286375,-0.438569,-0.180908,-0.246939,-0.08392,0.019313,0.334263,0.387785,0.0509662,0.224598,-0.062539,-0.107809,-0.18313,-0.289756,-0.20077,11.003506,11.378604,13.045465,11.940142,10.862297,12.467824,10.664389,8.814647,12.28239,12.005697,10.703516,12.839735,12.696452,11.017492,11.739576,12.613792,13.305743,13.38642,12.791219,9.846018
-0.020026,0.151973,-0.369666,0.042482,-0.092532,0.361268,0.125167,-0.029969,0.008133,0.116943,0.195174,0.186397,0.233676,-0.0939386,0.016622,0.001327,0.107226,-0.053623,0.010769,-0.004672,11.718866,11.337803,14.598575,11.851213,10.288994,12.218685,11.733334,9.068014,11.939859,12.603202,11.213434,12.840323,12.554227,10.124952,11.07922,12.968653,13.070495,13.211556,12.580758,9.643825
-0.234502,-0.530931,0.039837,-0.363262,-0.113207,-0.21919,-0.2637596,-0.156017,-0.337964,-0.204076,0.103787,-0.251,-0.125827,-0.362493,-0.218139,-0.15826,-0.264335,-0.168602,-0.286632,-0.135224,10.981447,11.772439,13.170737,12.091972,10.628602,11.746809,12.086657,10.570489,11.979025,12.560436,10.980229,13.307102,12.859446,10.94329,11.469415,12.903386,13.259024,13.431059,12.68548,9.620021
-0.051555,-0.143437,-0.02600075,0.175371,-0.015366,-0.138485,0.13845,-0.033679,-0.028149,-0.023274,0.035508,0.32748,0.108732,0.06732,0.127778,0.083907,0.134252,0.105106,0.159059,0.08561875,10.709051,11.264085,13.19026,11.732396,10.34511,11.876501,11.265318,8.64775,11.850072,12.169492,9.810893,12.773072,12.56959,9.864233,11.199118,12.294785,12.982074,12.767997,12.519286,9.279313
-0.001248,-0.114526,-0.349618,-0.12961,-0.105535,-0.148338,-0.143682,0.010982,-0.078793,0.039635,-0.040773,-0.125105,-0.1099,-0.207245,-0.000593,-0.24617,0.041126,0.001796,0.004858,-0.042313,11.149142,11.227811,13.473971,11.553995,11.136718,12.075248,11.633923,8.620737,11.937233,12.541098,10.840695,12.841632,12.619135,10.57747,11.668452,12.99615,12.927655,13.071343,12.661136,9.354098
-0.079721,-0.251038,-0.0479144,0.043731,-0.03421,-0.276792,0.05426,-0.189967,0.065903,-0.065086,-0.03625,-0.098235,-0.127329,-0.119079,-0.052676,-0.028857,-0.003722,0.001537,0.08518,0.082707,11.383316,11.321384,13.439627,11.981588,10.290027,12.057202,11.600194,8.924232,11.937148,12.530826,10.469642,13.144421,12.636486,10.569539,11.569026,12.899379,12.961947,13.096873,12.593557,9.681628
0.026884,0.024949,0.238784,-0.169974,-0.086209,0.081017,0.172268,1.104448,-0.045766,0.29921,0.340954,0.252218,0.19037,-0.400873,-0.119922,-0.04887,0.202108,0.571838,0.682172,0.888669,11.023663,11.685756,14.122451,11.924915,10.485432,12.098482,11.673308,9.128721,12.241948,12.549378,10.865746,13.092338,12.958549,10.489292,11.581929,12.754845,13.016764,13.157825,12.760564,9.466133
0.118118,-0.079983,0.345844,0.246734,-0.048076,0.104386,0.1208795,-0.168372,0.069769,0.071829,0.109489,0.006559,0.140226,0.083391,0.315073,0.240783,0.329201,0.152493,0.149596,0.188931,11.117064,11.415443,13.672536,11.6013,10.837759,12.418609,11.382913,9.910987,12.082905,12.932896,10.512931,13.060266,13.268498,10.743846,11.649397,12.83468,13.168712,13.789987,13.006845,9.894264
-0.470586,-0.561491,0.00145733333333333,-0.353068,-0.355193,-0.68545,-0.3909624,-0.419488,-0.218496,-0.620505,-0.4456,-0.683642,-0.661902,-0.335077,-0.305969,-0.3179454,-0.516514,-0.413419,-0.3683572,-0.375152,11.465437,11.351882,13.190743,12.017295,9.820928,11.902175,11.494795,9.396126,11.756883,12.187905,11.245452,12.700136,12.95588,10.565138,12.187087,12.667924,13.265816,13.050515,12.367775,9.34244
-0.060489,-0.170494,0.028612,-0.163081,-0.178633,-0.095865,-0.006753,-0.002089,0.165729,-0.118651,0.014732,-0.151407,0.371575,0.361012,0.113112,0.026599,-0.108402,0.011649,-0.053027,0.011231,10.171826,11.113641,13.421396,9.487397,9.905282,11.506785,10.488833,9.0622,11.235397,12.493144,9.270779,12.7307,12.177722,9.092954,9.525907,11.836157,12.534171,12.734245,12.243022,7.858363
-0.065623,-0.237865,-0.101404,0.066854,-0.020768,-0.307988,-0.02676275,-0.110729,-0.042305,-0.092195,-0.005432,-0.177942,-0.217599,-0.005628,0.039011,0.051197,-0.106584,0.022545,-0.063406,-0.0228996,11.427597,11.443091,13.589348,12.206963,10.566649,12.235273,11.847923,9.139203,11.951187,12.790523,10.524995,13.344212,13.155758,10.367907,11.887519,12.945056,13.198651,13.163649,12.455048,9.624742
0.083004,0.187975,0.07119,0.036714,-0.038981,0.191839,0.077432,0.006661,0.045291,0.105221,0.13996,0.095171,0.042717,-0.156906,-0.054853,0.033856,0.180443,0.24747,0.314365,0.0873836666666667,10.584937,11.765673,12.818776,13.067715,10.486973,12.674339,11.467579,8.884531,11.343565,12.826986,10.192791,12.794937,12.842725,10.840692,11.12921,12.683058,13.312767,13.399083,12.010554,10.503798
0.058748,-0.109239,-0.08418,0.07728,0.100762,0.143485,-0.056015,0.012544,0.104562,0.245332,0.23366225,0.156555,0.151285,0.024555,0.039427,0.07975,0.520218,0.252866,-0.134608,-0.088626,11.315482,11.340851,13.814099,12.164633,9.787517,11.87408,11.895434,9.128268,11.934993,12.140964,11.05543,12.83627,12.243234,10.354233,11.248778,12.661067,12.955395,12.967891,13.057351,9.694274
-0.128175,-0.250474,0.116081,0.066407,-0.044293,-0.279445,0.089309,-0.0881524,-0.186799,-0.128425,-0.106762,-0.084046,-0.065068,-0.184616,0.021431,-0.092877,-0.199939,-0.114521,0.181392,-0.1634732,11.287807,11.054873,13.147741,11.476731,10.3292,11.451986,11.353716,7.713406,11.537995,11.913332,11.029722,12.446821,12.547377,10.111218,11.594554,12.539337,12.181757,12.703822,12.385432,9.310084
0.055684,-0.125321,-0.101209,-0.051265,-0.033604,0.024589,-0.111506,0.0679994,-0.016436,0.080173,0.032027,-0.034768,-0.141954,-0.121878,0.007298,0.010075,0.01262,0.088912,-0.118496,-0.0147408,11.500498,11.17188,13.576741,11.78458,10.845168,11.920296,11.683353,9.887904,11.981351,12.405246,10.577948,13.353455,12.630465,10.739846,11.718564,12.887317,13.112535,13.207471,12.547464,9.302769
-0.135003,-0.406818,0.0168,-0.31184,-0.348971,-0.409662,-0.224557,-0.10553,-0.174485,-0.246989,-0.125432,-0.253065,-0.222198,-0.05643025,-0.115884,-0.1825484,-0.178992,-0.07823,-0.236617,-0.063083,11.010259,10.99399,12.776558,11.444949,10.065848,11.588894,11.435622,8.641083,11.978712,12.026487,10.046288,12.718216,12.127562,9.653584,11.133679,11.810069,12.350067,12.457157,12.456518,9.190735
-0.072781,0.105297,0.1982114,0.078513,0.111799,0.008232,-0.006558,0.135023,0.064112,0.002808,0.100774,-0.037266,0.082588,-0.010242,0.033354,0.0100036,-0.006206,-0.00355975,0.065508,0.0120214,11.357191,10.980388,13.823107,12.123396,10.598033,11.812442,11.5366,10.0451,12.292782,12.571662,9.887649,13.107385,12.632864,10.562856,11.604185,12.670537,13.114958,12.987095,12.604266,9.768512
-0.073313,-0.024579,-0.0211076,0.051124,0.040985,-0.022104,0.098704,-0.095307,0.092624,0.031444,0.098897,-0.054394,-0.059861,-0.017661,0.03342,0.063391,-0.034683,0.102119,0.048646,-0.000562200000000002,11.723322,11.568188,13.631929,11.767586,11.325247,12.203365,11.867737,9.307373,11.925913,12.839712,11.029581,13.542081,12.931121,10.501842,11.27583,12.829261,13.027894,13.04083,12.801116,9.328989
-0.183005,-0.240051,-0.1786716,-0.238658,-0.224501,-0.316027,-0.133159,-0.166207,-0.198143,-0.186601,-0.223143,-0.318729,-0.284988,-0.171364,-0.18732,-0.170188,-0.134639,-0.171793,-0.1776218,-0.230759,11.251387,11.491791,13.335908,12.110128,11.309769,11.927794,11.465026,9.311669,11.877535,12.343274,10.5186,13.312189,12.48406,10.675201,11.701394,12.53575,13.030969,13.288633,13.049938,9.487908
0.153397,0,-0.118643,0.1470908,0.082559,0.12315925,0.190574,-0.007448,0.105977,0.1078,0.165102,0.11719575,0.081328,-0.039535,0.158207,0.080149,0.114553,0.174618,0.141172,0.188028,11.495283,11.040477,13.459833,11.840529,10.498942,12.087952,11.290676,8.216823,11.768976,12.705874,9.822078,12.741675,12.361872,10.150305,11.529943,12.427491,13.034654,12.962949,12.339445,9.664263
-0.075547,-0.108434,0.029764,-0.048868,0.046,-0.062081,-0.064362,0.075513,0.037322,0.210531,0.198774,-0.014242,0.094531,-0.072643,0.036529,0.024542,0.188097,-0.086658,0.132222,0.104592,11.441694,11.374144,13.516779,11.989409,10.554092,12.643093,12.077413,9.096738,11.928109,12.753767,11.008139,13.298779,12.820198,10.453398,11.88315,12.932515,13.075738,13.224337,12.658033,9.667309
0.196696,0.093887,0.224246,0.335668,0.19146,0.200452,0.251473,0.021498,0.18769,0.138521,0.228322,0.100824,0.145309,0.002932,0.154878,0.269591,0.141427,0.193988,0.128375,0.09311325,11.479366,11.386043,13.345565,11.728071,11.727587,12.404323,11.490838,9.752162,12.055847,12.511007,10.4545,12.745354,12.58501,10.145984,11.137377,12.814668,12.957052,12.804009,12.600883,9.770717
-0.152971,-0.0676,0.133457,-0.270745,-0.130708,-0.287526,-0.029941,0.007827,-0.237516,-0.125424,0.004268,-0.205143,0.067498,0.0146,-0.188747,-0.05297,-0.105403,-0.151163,-0.076033,0.004785,10.887505,11.120602,12.956356,11.496942,10.23807,11.676523,11.331391,7.841136,11.436734,12.201516,10.17244,12.730408,12.196064,9.890925,11.099835,12.250349,12.825509,12.627442,12.217449,9.490145
-0.090975,-0.092077,-0.011542,-0.076163,-0.088851,0.217691,0.160826,-0.090545,0.03823,0.008156,0.115631,0.050335,0.122266,-0.00202175,-0.009514,0.040147,0.037197,-0.127098,-0.089982,-0.02708,11.396781,11.195572,13.490762,11.689897,10.707464,12.122541,11.377149,8.412009,11.483349,12.416531,10.594262,12.837408,12.640887,10.504194,11.143935,12.756529,12.601898,12.862965,12.478607,9.604804
-0.084724,-0.170843,0.060484,-0.274297,-0.289618,-0.205085,-0.092328,-0.051588,-0.109939,-0.125532,-0.134081,-0.215085,-0.174357,-0.091258,-0.066337,-0.192485,-0.1012,-0.118011,-0.186964,-0.032684,10.513338,10.989488,13.184846,11.619717,11.217502,11.75291,11.246731,8.668276,11.718925,11.956205,9.993851,13.2374,12.405485,10.070491,11.021866,12.183387,13.035338,12.797257,12.378458,9.46098
0.011966,-0.136599,-0.146713,-0.056184,-0.228769,-0.080628,-0.127074,0.069423,-0.034255,-0.072399,-0.054632,-0.069663,-0.087045,-0.08191,-0.022048,-0.207859,-0.065915,-0.066184,-0.075623,0.005135,11.053961,10.896306,12.991524,11.604006,10.845102,11.443043,11.1879,10.043502,11.566473,12.387754,10.145498,12.827258,12.595137,10.326214,11.116577,12.604019,12.436855,12.68678,11.89573,9.172764
-0.001185,-0.183001,-0.017665,-0.076384,-0.016555,-0.074808,-0.072588,0.131985,-0.001747,0.004822,0.048629,-0.042891,-0.089848,-0.10712,0.053736,0.040878,-0.038826,0.051899,-0.060831,-0.002215,11.474152,11.251371,13.595534,11.599631,10.960414,12.154222,11.587255,10.206904,12.058637,12.781814,10.608911,13.178133,12.752874,10.47642,11.083256,12.768337,12.962526,12.922065,12.659916,9.346795
